date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:46	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-693030ea-cd08b1959da343bf;gz%22	https://srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_c85d51b3ea700ad3399ee2702cbdddb9.css?ver=2.4.6	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_c85d51b3ea700ad3399ee2702cbdddb92f91.css	(from https://srtechops.com/)
11:21:46	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-6660960b-752c2106e687f8f5;gz%22	https://srtechops.com/wp-includes/css/dashicons.min.css?ver=6.7.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-includes/css/dashicons.mind1c0.css	(from https://srtechops.com/)
11:21:47	32695/32695	---M-Z	200	added ('OK')	text/css	etag:%227fb7-6762a241-2ea8877d203f49fd;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/jquery-ui/jquery-ui.min.css?ver=1.13.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/jquery-ui/jquery-ui.min3f14.css	(from https://srtechops.com/)
11:21:50	699/699	---M-Z	200	added ('OK')	image/svg+xml	etag:%222bb-67fcc84c-99616863300f5a07;gz%22	https://srtechops.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://srtechops.com/)
11:21:51	1123/1123	---M-Z	200	added ('OK')	text/css	etag:%22463-693030ea-a305c40567eb77c6;gz%22	https://srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_558d5303966844be73e15de89de011bb.css?ver=1756730897	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_558d5303966844be73e15de89de011bbcf68.css	(from https://srtechops.com/)
11:21:52	2971/2971	---M-Z	200	added ('OK')	text/css	etag:%22b9b-6762a240-fb9f582a7c167785;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-modal.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-modal.minbf47.css	(from https://srtechops.com/)
11:21:53	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%223a76-6762a241-bdc607e079a1379;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/select2/select2.min.css?ver=4.0.13	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/select2/select2.min4819.css	(from https://srtechops.com/)
11:21:54	1696/1696	---M-Z	200	added ('OK')	text/css	etag:%226a0-6762a241-f23978acf7682b8a;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/tipsy/tipsy.min.css?ver=1.0.0a	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/tipsy/tipsy.mina677.css	(from https://srtechops.com/)
11:21:54	2963/2963	---M-Z	200	added ('OK')	text/css	etag:%22b93-6762a240-7432654473e5ab30;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-fileupload.minbf47.css	(from https://srtechops.com/)
11:21:55	3770/3770	---M-Z	200	added ('OK')	text/css	etag:%22eba-6762a241-bef927639ceb645b;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.date.min.css?ver=3.6.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.date.min822f.css	(from https://srtechops.com/)
11:21:58	876/876	---M-Z	200	added ('OK')	text/css	etag:%2236c-6762a241-c8c531140b8cfd19;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/raty/um-raty.min.css?ver=2.6.0	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/raty/um-raty.mind315.css	(from https://srtechops.com/)
11:21:59	34543/34543	---M-Z	200	added ('OK')	text/css	etag:%2286ef-6762a241-1de6f538b0a09ebc;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-ii.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-ii.minbf47.css	(from https://srtechops.com/)
11:21:59	24175/24175	---M-Z	200	added ('OK')	text/css	etag:%225e6f-6762a241-ab5fe2ba54063e26;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-fa.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/legacy/fonticons/fonticons-fa.minbf47.css	(from https://srtechops.com/)
11:22:00	278002/278002	---M-Z	200	added ('OK')	text/css	etag:%2243df2-6762a240-fc92425533cb4eac;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-fontawesome.min.css?ver=6.5.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-fontawesome.mine63c.css	(from https://srtechops.com/)
11:22:00	873/873	---M-Z	200	added ('OK')	text/css	etag:%22369-6762a241-e0feda18c0ef59cc;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/um-confirm/um-confirm.min.css?ver=1.0	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/um-confirm/um-confirm.min5152.css	(from https://srtechops.com/)
11:22:00	2000/2000	---M-Z	200	added ('OK')	text/css	etag:%227d0-6762a241-2e2619651555e7cf;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.min.css?ver=3.6.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.min822f.css	(from https://srtechops.com/)
11:22:01	1452/1452	---M-Z	200	added ('OK')	text/css	etag:%225ac-6762a241-8d4aa920e3d9d03f;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.time.min.css?ver=3.6.2	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/pickadate/default.time.min822f.css	(from https://srtechops.com/)
11:22:01	10083/10083	---M-Z	200	added ('OK')	text/css	etag:%222763-6762a240-1a6594a3e9fbff02;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-responsive.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-responsive.minbf47.css	(from https://srtechops.com/)
11:22:02	21608/21608	---M-Z	200	added ('OK')	text/css	etag:%225468-6762a240-3cae97946f1d595b;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-styles.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-styles.minbf47.css	(from https://srtechops.com/)
11:22:02	7715/7715	---M-Z	200	added ('OK')	text/css	etag:%221e23-6762a240-3047f24e9bd02279;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-profile.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-profile.minbf47.css	(from https://srtechops.com/)
11:22:02	3768/3768	---M-Z	200	added ('OK')	text/css	etag:%22eb8-6762a241-f4ac02539e1fb2ad;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/libs/cropper/cropper.min.css?ver=1.6.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/libs/cropper/cropper.min51a2.css	(from https://srtechops.com/)
11:22:02	3735/3735	---M-Z	200	added ('OK')	text/css	etag:%22e97-6762a240-c9059f83ab98e57;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-account.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-account.minbf47.css	(from https://srtechops.com/)
11:22:03	5275/5275	---M-Z	200	added ('OK')	text/css	etag:%22149b-6762a240-5f06dabd97b313f1;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-old-default.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-old-default.minbf47.css	(from https://srtechops.com/)
11:22:03	14235/14235	---M-Z	200	added ('OK')	text/css	etag:%22379b-6926e8a3-8d8f97cf695db5c6;gz%22	https://srtechops.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.7.1041	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min2268.css	(from https://srtechops.com/)
11:22:04	422143/422143	---M-Z	200	added ('OK')	text/css	etag:%22670ff-6926e8a3-5231126f0b875997;gz%22	https://srtechops.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.7.1041	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min2268.css	(from https://srtechops.com/)
11:22:04	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-652917b8-8a291513b922b6b1;gz%22	https://srtechops.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.10.59	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min0f95.css	(from https://srtechops.com/)
11:22:04	63016/63016	---M-Z	200	added ('OK')	text/css	etag:%22f628-693030ea-3822d97c3571b459;gz%22	https://srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_ae8a465f88dbefde02789bb3a262e198.css?ver=2.4.6.ae8a465f88dbefde02789bb3a262e198	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/cache/autoptimize/css/autoptimize_single_ae8a465f88dbefde02789bb3a262e1980e3c.css	(from https://srtechops.com/)
11:22:04	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-6660960a-f0db0713d1ae919e;gz%22	https://srtechops.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://srtechops.com/)
11:22:05	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-6660960a-3325db2080ac9c75;gz%22	https://srtechops.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://srtechops.com/)
11:22:06	573/573	---M-Z	200	added ('OK')	text/css	etag:%2223d-6762a240-47ca0a2b81eb8c9b;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/common.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/common.minbf47.css	(from https://srtechops.com/)
11:22:08	286667/286667	---MCZ	200	added ('OK')	application/json	etag:%222640-1765086737;gz%22	https://srtechops.com/wp-json/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-json/index.html	(from https://srtechops.com/)
11:22:08	1656/1656	---M-Z	200	added ('OK')	text/css	etag:%22678-6762a240-e0bbc22f2bb5f6fa;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-misc.min.css?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/css/um-misc.minbf47.css	(from https://srtechops.com/)
11:22:09	113230/113230	---MCZ	200	added ('OK')	application/json	date:Sun,%2007%20Dec%202025%2005:52:19%20GMT	https://srtechops.com/wp-json/wp/v2/pages/6674	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-json/wp/v2/pages/6674	(from https://srtechops.com/)
11:22:09	2009/2009	---M-Z	200	added ('OK')	application/json	etag:%222641-1765086741;gz%22	https://srtechops.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsrtechops.com%2F	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-json/oembed/1.0/embedb6ad	(from https://srtechops.com/)
11:22:10	2171/2171	---M-Z	200	added ('OK')	text/xml	etag:%222642-1765086741;gz%22	https://srtechops.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsrtechops.com%2F&format=xml	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-json/oembed/1.0/embed19b0	(from https://srtechops.com/)
11:22:10	2086/2086	---M--	200	added ('OK')	image/png	etag:%22826-671cb8fc-7c447d91887c391b;;;%22	https://srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-32x32.png	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-32x32.png	(from https://srtechops.com/)
11:22:10	36609/36609	---M--	200	added ('OK')	image/png	etag:%228f01-671cb8fc-968ddee0c979688b;;;%22	https://srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-192x192.png	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-192x192.png	(from https://srtechops.com/)
11:22:10	33157/33157	---M--	200	added ('OK')	image/png	etag:%228185-671cb8fc-a538cc3457f58ef6;;;%22	https://srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-180x180.png	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/2024/10/cropped-SRTechOps-icon-180x180.png	(from https://srtechops.com/)
11:22:11	3988/3988	---M--	200	added ('OK')	image/webp	etag:%22f94-69281f32-a2bfc90133112ca4;;;%22	https://srtechops.com/wp-content/uploads/2025/06/cropped-Jenkins-mail-thumb-3-png-1-150x50.webp	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/2025/06/cropped-Jenkins-mail-thumb-3-png-1-150x50.webp	(from https://srtechops.com/)
11:22:11	4466/4466	---M-Z	200	added ('OK')	text/plain	etag:%221172-67cc3b40-1ac708c17ab1fca6;gz%22	https://srtechops.com/wp-content/uploads/2025/03/cropped-WhatsApp_Image_2024-09-05_at_7.13.28_PM__1_-removebg-preview.avif	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/2025/03/cropped-WhatsApp_Image_2024-09-05_at_7.13.28_PM__1_-removebg-preview.avif	(from https://srtechops.com/)
11:22:12	388/388	---M-Z	200	added ('OK')	application/x-javascript	etag:%22184-6762a241-424adfad686b7edf;gz%22	https://srtechops.com/wp-content/plugins/ultimate-member/assets/js/um-gdpr.min.js?ver=2.9.1	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/plugins/ultimate-member/assets/js/um-gdpr.minbf47.js	(from https://srtechops.com/)
11:22:12	225446/225446	---M-Z	200	added ('OK')	text/html	etag:%222504-1764872271;gz%22	https://srtechops.com/online-events/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/online-events/index.html	(from https://srtechops.com/)
11:22:13	281525/281525	---MCZ	200	added ('OK')	text/html	etag:%222481-1764863055;gz%22	https://srtechops.com/corporate-training/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/corporate-training/index.html	(from https://srtechops.com/)
11:22:15	351377/351377	---MCZ	200	added ('OK')	text/html	etag:%222526-1764887314;gz%22	https://srtechops.com/blogs/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/blogs/index.html	(from https://srtechops.com/)
11:22:15	792/792	---M-Z	200	added ('OK')	text/xml	date:Sun,%2007%20Dec%202025%2005:52:20%20GMT	https://srtechops.com/xmlrpc.php?rsd	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/xmlrpc0db0.php	(from https://srtechops.com/)
11:22:16	211748/211748	---MCZ	200	added ('OK')	text/html	etag:%222482-1764863102;gz%22	https://srtechops.com/services/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/services/index.html	(from https://srtechops.com/)
11:22:16	158245/158245	---MCZ	200	added ('OK')	text/html	etag:%222484-1764863594;gz%22	https://srtechops.com/login/	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/login/index.html	(from https://srtechops.com/)
11:22:16	14144/14144	---M--	200	added ('OK')	image/webp	etag:%223740-68616ca8-c8da3b6e467f1a65;;;%22	https://srtechops.com/wp-content/uploads/elementor/thumbs/reminder-17-png-r8137lomnoijnn3j7lh0kaiupzkj68kcie8m6uj3bg.webp	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/elementor/thumbs/reminder-17-png-r8137lomnoijnn3j7lh0kaiupzkj68kcie8m6uj3bg.webp	(from https://srtechops.com/)
11:22:22	516/516	---M--	200	added ('OK')	image/webp	etag:%22204-685fd0c8-3a6347ca84f7bccd;;;%22	https://srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-4-png-r7yysszz77o4977x2ve4alh6bvqtf4ajk4v4dt0sak.webp	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-4-png-r7yysszz77o4977x2ve4alh6bvqtf4ajk4v4dt0sak.webp	(from https://srtechops.com/)
11:22:22	488/488	---M--	200	added ('OK')	image/webp	etag:%221e8-685fd29c-ae2a435198b61b03;;;%22	https://srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-7-png-r7yz50wg1oeb6pgxq5jipigwc7ilhgsx8m6czawjek.webp	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-7-png-r7yz50wg1oeb6pgxq5jipigwc7ilhgsx8m6czawjek.webp	(from https://srtechops.com/)
11:22:22	450/450	---M--	200	added ('OK')	image/webp	etag:%221c2-685fd162-f121265894e87fe8;;;%22	https://srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-5-png-r7yywkcqjctep1rb4hwe9nbjvd7o7j7w2qt1hng3ek.webp	C:/Users/91998/OneDrive/Desktop/rtops/RTOPS/srtechops.com/wp-content/uploads/elementor/thumbs/DevOps-with-AWS-5-png-r7yywkcqjctep1rb4hwe9nbjvd7o7j7w2qt1hng3ek.webp	(from https://srtechops.com/)
